INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212019816,3201,,PROPERTY - LOST/ MISSING,C11,914,0,2021-03-28 11:50:00,2021,3,Sunday,11,,REGINA RD,42.3277552338877,-71.0525683693145,"(42.3277552338877, -71.0525683693145)"
212019813,619,,LARCENY ALL OTHERS,A7,26,0,2021-03-28 12:35:00,2021,3,Sunday,12,,BORDER ST,42.376202668189,-71.0397992616017,"(42.376202668189, -71.0397992616017)"
212019812,3114,,INVESTIGATE PROPERTY,A1,61,0,2021-03-28 12:00:00,2021,3,Sunday,12,,LEGENDS WAY,42.3664354633178,-71.0613541253703,"(42.3664354633178, -71.0613541253703)"
212019810,3115,,INVESTIGATE PERSON,B3,466,0,2021-03-28 09:00:00,2021,3,Sunday,9,,MORTON ST,42.2851585912889,-71.0929900558963,"(42.2851585912889, -71.0929900558963)"
212019809,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,15,0,2021-03-28 00:00:00,2021,3,Sunday,0,,SARATOGA ST,42.3814610005196,-71.0233784998338,"(42.3814610005196, -71.0233784998338)"
212019808,613,,LARCENY SHOPLIFTING,B2,239,0,2021-03-28 12:01:00,2021,3,Sunday,12,,DUDLEY ST,42.3173547171079,-71.0658297016548,"(42.3173547171079, -71.0658297016548)"
212019807,3005,,SICK ASSIST,A1, ,0,2021-03-28 11:06:00,2021,3,Sunday,11,,PRINCE ST,42.3657746432872,-71.0564507152345,"(42.3657746432872, -71.0564507152345)"
212019806,3106,,PROPERTY - ACCIDENTAL DAMAGE,D4,254,0,2021-03-28 11:10:00,2021,3,Sunday,11,,E BROOKLINE ST,42.3046825222029,-71.0562786467743,"(42.3046825222029, -71.0562786467743)"
212019804,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,336,0,2021-03-28 10:42:00,2021,3,Sunday,10,,RICHFIELD ST,42.3075179670755,-71.0709104175875,"(42.3075179670755, -71.0709104175875)"
212019803,3410,,TOWED MOTOR VEHICLE,C11,398,0,2021-03-28 11:15:00,2021,3,Sunday,11,,BRENT ST,42.289187111031,-71.0697317216135,"(42.289187111031, -71.0697317216135)"
212019802,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,355,0,2021-03-28 12:05:00,2021,3,Sunday,12,,"40 GIBSON ST
DORCHESTER  MA 02122
UNITED STATES",42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212019800,423,,ASSAULT - AGGRAVATED,C6,175,0,2021-03-28 11:25:00,2021,3,Sunday,11,,SOUTHAMPTON ST,42.3321084294949,-71.0701439481355,"(42.3321084294949, -71.0701439481355)"
212019799,617,,LARCENY THEFT FROM BUILDING,D14,790,0,2021-03-26 10:00:00,2021,3,Friday,10,,AYR RD,42.3368253768982,-71.1488044097695,"(42.3368253768982, -71.1488044097695)"
212019798,3114,,INVESTIGATE PROPERTY,E5,691,0,2021-03-28 11:48:00,2021,3,Sunday,11,,LAGRANGE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212019797,1109,,FRAUD - WIRE,D4,167,0,2021-03-28 11:41:00,2021,3,Sunday,11,,PARK DR,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212019796,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,118,0,2021-03-28 11:10:00,2021,3,Sunday,11,,STUART ST,42.3511543288498,-71.0654789535964,"(42.3511543288498, -71.0654789535964)"
212019795,3112,,LANDLORD - TENANT,C11,355,0,2021-03-28 11:35:00,2021,3,Sunday,11,,WESTVILLE ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212019794,3114,,INVESTIGATE PROPERTY,D14,792,0,2021-03-28 10:00:00,2021,3,Sunday,10,,BOULEVARD TERRACE,0,0,"(0, 0)"
212019793,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14,795,0,2021-03-28 11:04:00,2021,3,Sunday,11,,BRIGHTON AVE,42.3533975644119,-71.136219201348,"(42.3533975644119, -71.136219201348)"
212019792,3005,,SICK ASSIST,A15,50,0,2021-03-28 10:35:00,2021,3,Sunday,10,,"BRIGHTON ST & CAMBRIDGE ST
CHARLESTOWN  MA 02129
U",42.3824659873454,-71.0785810138382,"(42.3824659873454, -71.0785810138382)"
212019790,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-03-28 10:51:00,2021,3,Sunday,10,,"SHAWMUT AVE & RUGGLES ST
ROXBURY  MA 02119
UNITED ",42.3320330224423,-71.0840210106213,"(42.3320330224423, -71.0840210106213)"
212019789,1402,,VANDALISM,A7,28,0,2021-03-28 11:17:00,2021,3,Sunday,11,,BORDER ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212019788,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,311,0,2021-03-28 10:44:00,2021,3,Sunday,10,,QUINCY ST,42.3152874427139,-71.0801596667762,"(42.3152874427139, -71.0801596667762)"
212019787,3115,,INVESTIGATE PERSON,C11,336,0,2021-03-28 09:48:00,2021,3,Sunday,9,,RICHFIELD ST,42.3075179670755,-71.0709104175875,"(42.3075179670755, -71.0709104175875)"
212019786,3108,,FIRE REPORT,D4,905,0,2021-03-28 09:57:00,2021,3,Sunday,9,,HARRISON ARCHWAYS,42.3393676811828,-71.0703546673153,"(42.3393676811828, -71.0703546673153)"
212019784,1402,,VANDALISM,B3,438,0,2021-03-27 20:00:00,2021,3,Saturday,20,,MALLARD AVE,42.2910450070758,-71.0769441027882,"(42.2910450070758, -71.0769441027882)"
212019782,3410,,TOWED MOTOR VEHICLE,C6,177,0,2021-03-28 09:47:00,2021,3,Sunday,9,,SOUTHAMPTON ST,42.3321084294949,-71.0701439481355,"(42.3321084294949, -71.0701439481355)"
212019780,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14,778,0,2021-03-28 10:26:00,2021,3,Sunday,10,,CHESTNUT HILL AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212019778,1402,,VANDALISM,A15,41,0,2021-03-26 16:00:00,2021,3,Friday,16,,BUNKER HILL ST,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)"
212019777,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2021-03-28 10:21:00,2021,3,Sunday,10,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212019774,3115,,INVESTIGATE PERSON,D14,798,0,2021-03-28 09:00:00,2021,3,Sunday,9,,BABCOCK ST,42.3526952245205,-71.1210958567884,"(42.3526952245205, -71.1210958567884)"
212019772,3005,,SICK ASSIST,B2,330,0,2021-03-28 08:57:00,2021,3,Sunday,8,,WASHINGTON ST,42.3077502395542,-71.0827308408851,"(42.3077502395542, -71.0827308408851)"
212019771,1402,,VANDALISM,B2,282,0,2021-03-25 09:00:00,2021,3,Thursday,9,,KENILWORTH ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212019769,3006,,SICK/INJURED/MEDICAL - PERSON,D4,157,0,2021-03-28 08:18:00,2021,3,Sunday,8,,TREMONT ST,42.3411289025979,-71.0769295058609,"(42.3411289025979, -71.0769295058609)"
212019768,613,,LARCENY SHOPLIFTING,D4,619,0,2021-03-28 08:36:00,2021,3,Sunday,8,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
212019766,2647,,THREATS TO DO BODILY HARM,D4,271,0,2021-03-28 08:03:00,2021,3,Sunday,8,,HARRISON AVE,42.3340182895851,-71.0763812393086,"(42.3340182895851, -71.0763812393086)"
212019765,617,,LARCENY THEFT FROM BUILDING,C6,187,0,2021-03-28 07:35:00,2021,3,Sunday,7,,BELLFLOWER ST,42.3244514509193,-71.0581067954542,"(42.3244514509193, -71.0581067954542)"
212019764,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,802,0,2021-03-27 23:20:00,2021,3,Saturday,23,,CAMBRIDGE ST,42.3544088882476,-71.1354040144788,"(42.3544088882476, -71.1354040144788)"
212019762,3114,,INVESTIGATE PROPERTY,D4,146,0,2021-03-28 07:04:00,2021,3,Sunday,7,,W NEWTON ST,42.3445129429688,-71.0804971703565,"(42.3445129429688, -71.0804971703565)"
212019761,423,,ASSAULT - AGGRAVATED,C6,172,0,2021-03-28 04:57:00,2021,3,Sunday,4,,"MASSACHUSETTS AVE & MELNEA CASS BLVD
ROXBURY  MA 0",42.3326039761671,-71.0720240580742,"(42.3326039761671, -71.0720240580742)"
212019760,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-03-28 05:27:00,2021,3,Sunday,5,,SEAVER ST,42.3087885507829,-71.0905561826057,"(42.3087885507829, -71.0905561826057)"
212019759,3007,,SUDDEN DEATH,C11,249,0,2021-03-28 05:38:00,2021,3,Sunday,5,,TUTTLE ST,42.3135188586504,-71.0535630034927,"(42.3135188586504, -71.0535630034927)"
212019758,423,,ASSAULT - AGGRAVATED,C6,171,0,2021-03-28 04:06:00,2021,3,Sunday,4,,MT VERNON ST,42.3351190394661,-71.0749170961373,"(42.3351190394661, -71.0749170961373)"
212019757,3410,,TOWED MOTOR VEHICLE,A7,24,0,2021-03-28 05:13:00,2021,3,Sunday,5,,MARION ST,42.3781724413214,-71.0372994291088,"(42.3781724413214, -71.0372994291088)"
212019756,801,,ASSAULT - SIMPLE,A7,23,0,2021-03-28 02:10:00,2021,3,Sunday,2,,CENTRAL SQ,42.3750525108462,-71.0388389074709,"(42.3750525108462, -71.0388389074709)"
212019751,3115,,INVESTIGATE PERSON,C11,388,0,2021-03-28 03:28:00,2021,3,Sunday,3,,DORCHESTER AVE,42.2783992011305,-71.0663630509312,"(42.2783992011305, -71.0663630509312)"
212019750,3114,,INVESTIGATE PROPERTY,D14,783,1,2021-03-28 04:27:00,2021,3,Sunday,4,,RIDGEMONT ST,42.3512892610878,-71.1414603408935,"(42.3512892610878, -71.1414603408935)"
212019749,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,2021-03-28 03:25:00,2021,3,Sunday,3,,BOYLSTON ST,42.3452952304339,-71.0950948579965,"(42.3452952304339, -71.0950948579965)"
212019747,3108,,FIRE REPORT,C11,338,0,2021-03-28 03:30:00,2021,3,Sunday,3,,NAVILLUS TER,42.3099878094874,-71.0621311052543,"(42.3099878094874, -71.0621311052543)"
212019746,3005,,SICK ASSIST,C11,350,0,2021-03-28 03:48:00,2021,3,Sunday,3,,LEONARD ST,42.3016183105963,-71.0581930864829,"(42.3016183105963, -71.0581930864829)"
212019744,3115,,INVESTIGATE PERSON,D4,141,0,2021-03-28 03:25:00,2021,3,Sunday,3,,"MASSACHUSETTS AVE & NEWBURY ST
BOSTON  MA 02115
UN",42.3481019666258,-71.0881410331755,"(42.3481019666258, -71.0881410331755)"
212019743,423,,ASSAULT - AGGRAVATED,A7,12,0,2021-03-28 03:50:00,2021,3,Sunday,3,,"SARATOGA ST & WORDSWORTH ST
EAST BOSTON  MA 02128
",42.3844019977652,-71.0154779496375,"(42.3844019977652, -71.0154779496375)"
212019741,3005,,SICK ASSIST,B2,288,0,2021-03-28 03:27:00,2021,3,Sunday,3,,MADISON PARK CT,42.3310294607124,-71.0861827799724,"(42.3310294607124, -71.0861827799724)"
212019740,3005,,SICK ASSIST,D4,149,0,2021-03-28 02:28:00,2021,3,Sunday,2,,COLUMBUS AVE,42.3440235006257,-71.0775490012228,"(42.3440235006257, -71.0775490012228)"
212019739,3115,,INVESTIGATE PERSON,B2,181,0,2021-03-28 03:16:00,2021,3,Sunday,3,,DUDLEY ST,42.3243550601594,-71.074403054342,"(42.3243550601594, -71.074403054342)"
212019738,3115,,INVESTIGATE PERSON,E18,534,0,2021-03-28 00:58:00,2021,3,Sunday,0,,"DANNY RD & SANFORD ST
HYDE PARK  MA 02136
UNITED S",42.2422560270179,-71.1423260455419,"(42.2422560270179, -71.1423260455419)"
212019737,3006,,SICK/INJURED/MEDICAL - PERSON,D14,796,0,2021-03-28 02:29:00,2021,3,Sunday,2,,REEDSDALE ST,42.3517486594407,-71.1295370500683,"(42.3517486594407, -71.1295370500683)"
212019736,3108,,FIRE REPORT,D14,801,0,2021-03-28 02:07:00,2021,3,Sunday,2,,GARDNER ST,42.3535181380467,-71.1311706378861,"(42.3535181380467, -71.1311706378861)"
212019735,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,146,0,2021-03-28 02:48:00,2021,3,Sunday,2,,W NEWTON,0,0,"(0, 0)"
212019733,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3, ,0,2021-03-28 02:13:00,2021,3,Sunday,2,,"WASHINGTON ST & SOUTHERN AVE
DORCHESTER  MA 02124
",42.290958037991,-71.0716859924694,"(42.290958037991, -71.0716859924694)"
212019732,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,606,0,2021-03-28 02:04:00,2021,3,Sunday,2,,HUNTINGTON AVE,42.332254570054,-71.1116034210959,"(42.332254570054, -71.1116034210959)"
212019731,801,,ASSAULT - SIMPLE,D14,774,0,2021-03-28 02:02:00,2021,3,Sunday,2,,SOUTH ST,42.339998499256,-71.1567633035871,"(42.339998499256, -71.1567633035871)"
212019730,3304,,NOISY PARTY/RADIO-NO ARREST,C6,231,0,2021-03-28 00:38:00,2021,3,Sunday,0,,E SIXTH ST,42.3332120760022,-71.0301810990857,"(42.3332120760022, -71.0301810990857)"
212019729,3005,,SICK ASSIST,A1,75,0,2021-03-28 01:46:00,2021,3,Sunday,1,,CAUSEWAY ST,42.3643312555102,-71.0631931753533,"(42.3643312555102, -71.0631931753533)"
212019728,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1, ,0,2021-03-28 01:08:00,2021,3,Sunday,1,,HANOVER ST,42.363793648458,-71.0544707616896,"(42.363793648458, -71.0544707616896)"
212019726,801,,ASSAULT - SIMPLE,A7,7,0,2021-03-28 01:07:00,2021,3,Sunday,1,,LEYDEN ST,42.3885701497053,-71.0024687066805,"(42.3885701497053, -71.0024687066805)"
212019724,3410,,TOWED MOTOR VEHICLE,B2,587,0,2021-03-28 00:56:00,2021,3,Sunday,0,,TERRACE PL,42.3296007711099,-71.0973416565051,"(42.3296007711099, -71.0973416565051)"
212019723,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1,100,0,2021-03-28 00:18:00,2021,3,Sunday,0,,BROAD ST,42.3575560087439,-71.0529915586944,"(42.3575560087439, -71.0529915586944)"
212019720,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18,523,0,2021-03-27 23:24:00,2021,3,Saturday,23,,HYDE PARK AVE,42.2469052519792,-71.1282890400876,"(42.2469052519792, -71.1282890400876)"
212019719,801,,ASSAULT - SIMPLE,B2,186,0,2021-03-28 00:17:00,2021,3,Sunday,0,,"195 BOSTON ST
DORCHESTER  MA 02125
UNITED STATES",42.3233236155166,-71.0604400754557,"(42.3233236155166, -71.0604400754557)"
212019718,1402,,VANDALISM,B3,426,0,2021-03-28 00:25:00,2021,3,Sunday,0,,RIVER ST,42.2695668929891,-71.0907504926637,"(42.2695668929891, -71.0907504926637)"
212019717,3114,,INVESTIGATE PROPERTY,D14,804,0,2021-03-28 00:23:00,2021,3,Sunday,0,,N BEACON ST,42.3538302529523,-71.1393487723875,"(42.3538302529523, -71.1393487723875)"
212019716,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,115,0,2021-03-27 21:54:00,2021,3,Saturday,21,,BEACH ST,42.3507297330346,-71.0577644114172,"(42.3507297330346, -71.0577644114172)"
212019715,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D14,795,0,2021-03-27 23:29:00,2021,3,Saturday,23,,HIGGINS ST,42.3530159250783,-71.1357320013488,"(42.3530159250783, -71.1357320013488)"
212019714,619,,LARCENY ALL OTHERS,B3,324,0,2021-03-27 23:00:00,2021,3,Saturday,23,,CHIPMAN ST,42.3168481665002,-71.0777833569477,"(42.3168481665002, -71.0777833569477)"
212019713,1402,,VANDALISM,C11,375,0,2021-03-27 22:08:00,2021,3,Saturday,22,,TOLMAN ST,42.2891015243704,-71.0465663623367,"(42.2891015243704, -71.0465663623367)"
212019710,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2021-03-27 23:24:00,2021,3,Saturday,23,,SMITH ST,42.3336365818915,-71.0984170936018,"(42.3336365818915, -71.0984170936018)"
212019709,3005,,SICK ASSIST,D4,133,0,2021-03-27 22:20:00,2021,3,Saturday,22,,COMMONWEALTH AVE,42.3525716973574,-71.0749162975368,"(42.3525716973574, -71.0749162975368)"
212019707,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2021-03-27 22:30:00,2021,3,Saturday,22,,AMERICAN LEGION HWY,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212019706,3005,,SICK ASSIST,B2,179,0,2021-03-27 22:44:00,2021,3,Saturday,22,,"GERARD ST & ISLAND ST
ROXBURY  MA 02119
UNITED STA",42.3313060040608,-71.0719470509794,"(42.3313060040608, -71.0719470509794)"
212019705,3410,,TOWED MOTOR VEHICLE,B3,446,0,2021-03-27 22:31:00,2021,3,Saturday,22,,NORWELL ST,42.298284163666,-71.0786944728822,"(42.298284163666, -71.0786944728822)"
212019704,3001,,DEATH INVESTIGATION,E18,496,0,2021-03-27 22:42:00,2021,3,Saturday,22,,HYDE PARK AVE,42.2670108525902,-71.1209617129519,"(42.2670108525902, -71.1209617129519)"
212019703,3115,,INVESTIGATE PERSON,C11,247,0,2021-03-27 20:48:00,2021,3,Saturday,20,,PEARL ST,42.3149350543569,-71.0583485215547,"(42.3149350543569, -71.0583485215547)"
212019702,3005,,SICK ASSIST,A1, ,0,2021-03-27 22:16:00,2021,3,Saturday,22,,"OAK ST W & WASHINGTON ST
BOSTON  MA 02116
UNITED S",42.348438007143,-71.0641940174415,"(42.348438007143, -71.0641940174415)"
212019701,3801,,M/V ACCIDENT - OTHER,E18,483,0,2021-03-27 22:05:00,2021,3,Saturday,22,,RIVER ST,42.2646690164134,-71.099966304406,"(42.2646690164134, -71.099966304406)"
212019700,1402,,VANDALISM,B2,587,0,2021-03-27 19:42:00,2021,3,Saturday,19,,PONTIAC ST,42.3320437966175,-71.1010137620892,"(42.3320437966175, -71.1010137620892)"
212019699,801,,ASSAULT - SIMPLE,D14,784,0,2021-03-27 22:09:00,2021,3,Saturday,22,,WARREN ST,42.3494644364639,-71.1427044905568,"(42.3494644364639, -71.1427044905568)"
212019697,3115,,INVESTIGATE PERSON,A7,14,0,2021-03-27 20:00:00,2021,3,Saturday,20,,BENNINGTON ST,42.3836781577299,-71.0157051677089,"(42.3836781577299, -71.0157051677089)"
212019696,520,,BURGLARY - RESIDENTIAL,D4,160,0,2021-03-27 22:13:00,2021,3,Saturday,22,,MILFORD ST,42.3436568998928,-71.068894110265,"(42.3436568998928, -71.068894110265)"
212019695,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5,465,0,2021-03-26 12:00:00,2021,3,Friday,12,,HERON ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212019691,616,,LARCENY THEFT OF BICYCLE,A7,26,0,2021-03-19 00:00:00,2021,3,Friday,0,,DECATUR ST,42.372569579121,-71.0401761148828,"(42.372569579121, -71.0401761148828)"
212019686,801,,ASSAULT - SIMPLE,A1,83,0,2021-03-27 19:08:00,2021,3,Saturday,19,,COMMERCIAL ST,42.367633685448,-71.0537046853885,"(42.367633685448, -71.0537046853885)"
212019684,3005,,SICK ASSIST,B2,184,0,2021-03-27 19:51:00,2021,3,Saturday,19,,HUMPHREYS ST,42.31949080612,-71.0662742491752,"(42.31949080612, -71.0662742491752)"
212019683,3114,,INVESTIGATE PROPERTY,A1,63,0,2021-03-27 16:55:00,2021,3,Saturday,16,,LONGFELLOW PL,42.3635654997393,-71.0644938541199,"(42.3635654997393, -71.0644938541199)"
212019682,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,129,0,2021-03-27 20:22:00,2021,3,Saturday,20,,"BERKELEY ST & SAINT JAMES AVE
BOSTON  MA 02116
UNI",42.3504290420294,-71.0726479809305,"(42.3504290420294, -71.0726479809305)"
212019681,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",A7,34,0,2021-03-27 08:45:00,2021,3,Saturday,8,,WEBSTER ST,42.3647245162623,-71.031293144042,"(42.3647245162623, -71.031293144042)"
212019680,3805,,M/V ACCIDENT - POLICE VEHICLE,E18,498,0,2021-03-27 20:38:00,2021,3,Saturday,20,,HYDE PARK AVE,42.2720574211965,-71.1202455353063,"(42.2720574211965, -71.1202455353063)"
212019679,3410,,TOWED MOTOR VEHICLE,B2,606,0,2021-03-27 00:00:00,2021,3,Saturday,0,,COPENGER ST,42.3320073756711,-71.109965408002,"(42.3320073756711, -71.109965408002)"
212019678,2647,,THREATS TO DO BODILY HARM,B2,331,0,2021-03-27 19:10:00,2021,3,Saturday,19,,DRAYTON AVE,42.3121575688099,-71.0705681339779,"(42.3121575688099, -71.0705681339779)"
212019677,3301,,VERBAL DISPUTE,C6,914,0,2021-03-27 19:02:00,2021,3,Saturday,19,,COLONEL MICHAEL J. MCDONOUGH WAY,42.3279048201765,-71.0530558337608,"(42.3279048201765, -71.0530558337608)"
212019676,3005,,SICK ASSIST,A1,93,0,2021-03-27 19:10:00,2021,3,Saturday,19,,UNION ST,42.3606878699102,-71.0568729337081,"(42.3606878699102, -71.0568729337081)"
212019675,1402,,VANDALISM,B3,465,0,2021-03-26 19:30:00,2021,3,Friday,19,,ROCKWELL ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212019674,2647,,THREATS TO DO BODILY HARM,C11,355,0,2021-03-27 19:36:00,2021,3,Saturday,19,,TOLMAN ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212019673,3005,,SICK ASSIST,E13,307,0,2021-03-27 19:08:00,2021,3,Saturday,19,,WALNUT PARK,42.3159190491002,-71.0969129486039,"(42.3159190491002, -71.0969129486039)"
212019672,423,,ASSAULT - AGGRAVATED,B3,944,0,2021-03-27 18:56:00,2021,3,Saturday,18,,AMES WAY,42.2896580484078,-71.0863439659688,"(42.2896580484078, -71.0863439659688)"
212019671,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,316,0,2021-03-27 14:00:00,2021,3,Saturday,14,,CRAWFORD ST,42.3149980341933,-71.0919448510864,"(42.3149980341933, -71.0919448510864)"
212019670,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2021-03-27 18:38:00,2021,3,Saturday,18,,"WALNUT AVE & M.L.K. JR BLVD
BOSTON  MA 02119
UNITE",42.3200300096572,-71.0884219490035,"(42.3200300096572, -71.0884219490035)"
212019669,613,,LARCENY SHOPLIFTING,D4,149,0,2021-03-27 18:55:00,2021,3,Saturday,18,,COLUMBUS AVE,42.3465749686265,-71.0743864969092,"(42.3465749686265, -71.0743864969092)"
212019667,3005,,SICK ASSIST,B2, ,0,2021-03-27 18:35:00,2021,3,Saturday,18,,DUDLEY ST,42.3291928847581,-71.0873023270404,"(42.3291928847581, -71.0873023270404)"
212019666,3410,,TOWED MOTOR VEHICLE,C6,211,0,2021-03-27 18:17:00,2021,3,Saturday,18,,E ST,42.338729962768,-71.048223687588,"(42.338729962768, -71.048223687588)"
212019664,2647,,THREATS TO DO BODILY HARM,C11,355,0,2021-03-27 18:59:00,2021,3,Saturday,18,,WRENTHAM ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212019663,3018,,SICK/INJURED/MEDICAL - POLICE,A1,84,0,2021-03-27 18:04:00,2021,3,Saturday,18,,HANOVER ST,42.3627523968463,-71.0555646063358,"(42.3627523968463, -71.0555646063358)"
212019662,2610,,TRESPASSING,A7,32,0,2021-03-27 18:23:00,2021,3,Saturday,18,,PORTER ST,42.3703723793805,-71.0314480243285,"(42.3703723793805, -71.0314480243285)"
212019661,801,,ASSAULT - SIMPLE,C11,381,0,2021-03-27 18:23:00,2021,3,Saturday,18,,NEPONSET AVE,42.2867871164287,-71.0449173024135,"(42.2867871164287, -71.0449173024135)"
212019659,641,,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,E18,526,0,2021-03-27 16:30:00,2021,3,Saturday,16,,STANBRO ST,42.2345284181496,-71.1292835235553,"(42.2345284181496, -71.1292835235553)"
212019658,2907,,VAL - OPERATING AFTER REV/SUSP.,E18,502,0,2021-03-27 18:31:00,2021,3,Saturday,18,,"19 HOLLY RD
BOSTON  MA 02131
UNITED STATES",42.2847478967619,-71.1171478673787,"(42.2847478967619, -71.1171478673787)"
212019657,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,2021-03-27 18:15:00,2021,3,Saturday,18,,"COLUMBIA RD & ANNABEL ST
DORCHESTER  MA 02125
UNIT",42.3186109935295,-71.0635869440403,"(42.3186109935295, -71.0635869440403)"
212019654,3502,,MISSING PERSON - LOCATED,E5,564,0,2021-03-27 17:26:00,2021,3,Saturday,17,,WASHINGTON ST,42.2944493369605,-71.1196064740162,"(42.2944493369605, -71.1196064740162)"
212019651,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2021-03-27 17:34:00,2021,3,Saturday,17,,CHAUNCY ST,42.3528511804031,-71.0609641149017,"(42.3528511804031, -71.0609641149017)"
212019650,616,,LARCENY THEFT OF BICYCLE,A1,77,0,2021-03-27 11:30:00,2021,3,Saturday,11,,ANDERSON ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212019649,3005,,SICK ASSIST,D4,285,0,2021-03-27 17:11:00,2021,3,Saturday,17,,TREMONT ST,42.3369820215324,-71.0845869885871,"(42.3369820215324, -71.0845869885871)"
212019646,1402,,VANDALISM,C11,355,1,2021-03-27 17:56:00,2021,3,Saturday,17,,COLUMBIA RD,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212019643,3114,,INVESTIGATE PROPERTY,C6,182,0,2021-03-27 17:29:00,2021,3,Saturday,17,,MASSACHUSETTS AVE,42.3265356414304,-71.0666597065587,"(42.3265356414304, -71.0666597065587)"
212019642,3001,,DEATH INVESTIGATION,A1, ,0,2021-03-27 17:21:00,2021,3,Saturday,17,,"NEW CHARDON ST & CONGRESS ST
BOSTON  MA 02114
UNIT",42.3630090268263,-71.05993603358,"(42.3630090268263, -71.05993603358)"
212019641,3803,,M/V ACCIDENT - PERSONAL INJURY,B3,425,0,2021-03-27 17:10:00,2021,3,Saturday,17,,BABSON ST,42.2719375088144,-71.0921354001408,"(42.2719375088144, -71.0921354001408)"
212019639,3801,,M/V ACCIDENT - OTHER,A7,16,0,2021-03-27 16:48:00,2021,3,Saturday,16,,WHITE ST,42.3805170820245,-71.0327574284517,"(42.3805170820245, -71.0327574284517)"
212019637,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,B2, ,0,2021-03-27 16:49:00,2021,3,Saturday,16,,"THORNTON ST & LOGAN ST
ROXBURY  MA 02119
UNITED ST",42.3257289867834,-71.0897100026249,"(42.3257289867834, -71.0897100026249)"
